Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1967","1967","kg/ha","1.04","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3104","Nutrient potash K2O (total)","1967","1967","kg/pc","0.32","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3104","Nutrient potash K2O (total)","1967","1967","kg/1000 Int.$","1.87","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1968","1968","t","170000","A","Official figure","Official data from questionnaire"
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1968","1968","kg/ha","1.03","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3104","Nutrient potash K2O (total)","1968","1968","kg/pc","0.32","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3104","Nutrient potash K2O (total)","1968","1968","kg/1000 Int.$","1.79","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1969","1969","t","210000","A","Official figure","Official data from questionnaire"
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1969","1969","kg/ha","1.28","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3104","Nutrient potash K2O (total)","1969","1969","kg/pc","0.39","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3104","Nutrient potash K2O (total)","1969","1969","kg/1000 Int.$","2.14","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1970","1970","t","236300","A","Official figure","Official data from questionnaire"
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1970","1970","kg/ha","1.43","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3104","Nutrient potash K2O (total)","1970","1970","kg/pc","0.42","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3104","Nutrient potash K2O (total)","1970","1970","kg/1000 Int.$","2.29","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1971","1971","t","300600","A","Official figure","Official data from questionnaire"
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1971","1971","kg/ha","1.83","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3104","Nutrient potash K2O (total)","1971","1971","kg/pc","0.53","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3104","Nutrient potash K2O (total)","1971","1971","kg/1000 Int.$","2.85","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1972","1972","t","347600","A","Official figure","Official data from questionnaire"
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1972","1972","kg/ha","2.11","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3104","Nutrient potash K2O (total)","1972","1972","kg/pc","0.6","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3104","Nutrient potash K2O (total)","1972","1972","kg/1000 Int.$","3.45","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1973","1973","t","359800","A","Official figure","Official data from questionnaire"
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1973","1973","kg/ha","2.17","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3104","Nutrient potash K2O (total)","1973","1973","kg/pc","0.6","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3104","Nutrient potash K2O (total)","1973","1973","kg/1000 Int.$","3.32","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1974","1974","t","336100","A","Official figure","Official data from questionnaire"
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1974","1974","kg/ha","2.02","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3104","Nutrient potash K2O (total)","1974","1974","kg/pc","0.55","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3104","Nutrient potash K2O (total)","1974","1974","kg/1000 Int.$","3.2","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1975","1975","t","278400","A","Official figure","Official data from questionnaire"
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1975","1975","kg/ha","1.67","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3104","Nutrient potash K2O (total)","1975","1975","kg/pc","0.45","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3104","Nutrient potash K2O (total)","1975","1975","kg/1000 Int.$","2.4","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1976","1976","t","319200","A","Official figure","Official data from questionnaire"
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1976","1976","kg/ha","1.91","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3104","Nutrient potash K2O (total)","1976","1976","kg/pc","0.5","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3104","Nutrient potash K2O (total)","1976","1976","kg/1000 Int.$","2.78","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1977","1977","t","506300","A","Official figure","Official data from questionnaire"
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1977","1977","kg/ha","3.03","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3104","Nutrient potash K2O (total)","1977","1977","kg/pc","0.78","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3104","Nutrient potash K2O (total)","1977","1977","kg/1000 Int.$","4.09","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1978","1978","t","591500","A","Official figure","Official data from questionnaire"
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1978","1978","kg/ha","3.52","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3104","Nutrient potash K2O (total)","1978","1978","kg/pc","0.89","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3104","Nutrient potash K2O (total)","1978","1978","kg/1000 Int.$","4.6","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1979","1979","t","606400","A","Official figure","Official data from questionnaire"
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1979","1979","kg/ha","3.6","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3104","Nutrient potash K2O (total)","1979","1979","kg/pc","0.89","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3104","Nutrient potash K2O (total)","1979","1979","kg/1000 Int.$","4.95","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1980","1980","t","623900","A","Official figure","Official data from questionnaire"
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1980","1980","kg/ha","3.71","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3104","Nutrient potash K2O (total)","1980","1980","kg/pc","0.9","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3104","Nutrient potash K2O (total)","1980","1980","kg/1000 Int.$","4.93","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1981","1981","t","676200","A","Official figure","Official data from questionnaire"
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1981","1981","kg/ha","4.02","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3104","Nutrient potash K2O (total)","1981","1981","kg/pc","0.95","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3104","Nutrient potash K2O (total)","1981","1981","kg/1000 Int.$","4.98","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1982","1982","t","621700","X","Figure from international organizations",""
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1982","1982","kg/ha","3.68","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3104","Nutrient potash K2O (total)","1982","1982","kg/pc","0.85","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3104","Nutrient potash K2O (total)","1982","1982","kg/1000 Int.$","4.62","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1983","1983","t","626600","X","Figure from international organizations",""
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1983","1983","kg/ha","3.72","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3104","Nutrient potash K2O (total)","1983","1983","kg/pc","0.84","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3104","Nutrient potash K2O (total)","1983","1983","kg/1000 Int.$","4.18","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1984","1984","t","846400","X","Figure from international organizations",""
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1984","1984","kg/ha","5","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3104","Nutrient potash K2O (total)","1984","1984","kg/pc","1.11","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3104","Nutrient potash K2O (total)","1984","1984","kg/1000 Int.$","5.53","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1985","1985","t","854100","X","Figure from international organizations",""
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1985","1985","kg/ha","5.04","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3104","Nutrient potash K2O (total)","1985","1985","kg/pc","1.09","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3104","Nutrient potash K2O (total)","1985","1985","kg/1000 Int.$","5.46","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1986","1986","t","868100","X","Figure from international organizations",""
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1986","1986","kg/ha","5.12","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3104","Nutrient potash K2O (total)","1986","1986","kg/pc","1.09","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3104","Nutrient potash K2O (total)","1986","1986","kg/1000 Int.$","5.52","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1987","1987","t","878600","X","Figure from international organizations",""
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1987","1987","kg/ha","5.18","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3104","Nutrient potash K2O (total)","1987","1987","kg/pc","1.08","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3104","Nutrient potash K2O (total)","1987","1987","kg/1000 Int.$","5.63","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1988","1988","t","1029900","X","Figure from international organizations",""
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1988","1988","kg/ha","6.08","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3104","Nutrient potash K2O (total)","1988","1988","kg/pc","1.24","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3104","Nutrient potash K2O (total)","1988","1988","kg/1000 Int.$","5.99","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1989","1989","t","1171700","X","Figure from international organizations",""
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1989","1989","kg/ha","6.89","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3104","Nutrient potash K2O (total)","1989","1989","kg/pc","1.38","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3104","Nutrient potash K2O (total)","1989","1989","kg/1000 Int.$","6.41","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1990","1990","t","1328000","A","Official figure","Official data from questionnaire"
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1990","1990","kg/ha","7.81","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3104","Nutrient potash K2O (total)","1990","1990","kg/pc","1.53","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3104","Nutrient potash K2O (total)","1990","1990","kg/1000 Int.$","7.22","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1991","1991","t","1360600","A","Official figure","Official data from questionnaire"
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1991","1991","kg/ha","7.99","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3104","Nutrient potash K2O (total)","1991","1991","kg/pc","1.53","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3104","Nutrient potash K2O (total)","1991","1991","kg/1000 Int.$","7.03","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1992","1992","t","883900","A","Official figure","Official data from questionnaire"
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1992","1992","kg/ha","5.2","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3104","Nutrient potash K2O (total)","1992","1992","kg/pc","0.97","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3104","Nutrient potash K2O (total)","1992","1992","kg/1000 Int.$","4.4","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1993","1993","t","937100","A","Official figure","Official data from questionnaire"
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1993","1993","kg/ha","5.5","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3104","Nutrient potash K2O (total)","1993","1993","kg/pc","1.01","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3104","Nutrient potash K2O (total)","1993","1993","kg/1000 Int.$","4.58","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1994","1994","t","1124800","A","Official figure","Official data from questionnaire"
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1994","1994","kg/ha","6.6","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3104","Nutrient potash K2O (total)","1994","1994","kg/pc","1.19","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3104","Nutrient potash K2O (total)","1994","1994","kg/1000 Int.$","5.31","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1995","1995","t","1155850","A","Official figure","Official data from questionnaire"
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1995","1995","kg/ha","6.8","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3104","Nutrient potash K2O (total)","1995","1995","kg/pc","1.2","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3104","Nutrient potash K2O (total)","1995","1995","kg/1000 Int.$","5.31","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1996","1996","t","1043144","A","Official figure","Official data from questionnaire"
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1996","1996","kg/ha","6.15","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3104","Nutrient potash K2O (total)","1996","1996","kg/pc","1.06","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3104","Nutrient potash K2O (total)","1996","1996","kg/1000 Int.$","4.64","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1997","1997","t","1372487","A","Official figure","Official data from questionnaire"
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1997","1997","kg/ha","8.07","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3104","Nutrient potash K2O (total)","1997","1997","kg/pc","1.37","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3104","Nutrient potash K2O (total)","1997","1997","kg/1000 Int.$","5.95","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1998","1998","t","1331549","A","Official figure","Official data from questionnaire"
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1998","1998","kg/ha","7.83","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3104","Nutrient potash K2O (total)","1998","1998","kg/pc","1.3","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3104","Nutrient potash K2O (total)","1998","1998","kg/1000 Int.$","5.64","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1999","1999","t","1674230","A","Official figure","Official data from questionnaire"
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1999","1999","kg/ha","9.84","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3104","Nutrient potash K2O (total)","1999","1999","kg/pc","1.61","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3104","Nutrient potash K2O (total)","1999","1999","kg/1000 Int.$","6.78","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2000","2000","t","1567500","A","Official figure","Official data from questionnaire"
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2000","2000","kg/ha","9.21","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3104","Nutrient potash K2O (total)","2000","2000","kg/pc","1.48","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3104","Nutrient potash K2O (total)","2000","2000","kg/1000 Int.$","6.41","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2001","2001","t","1669017","A","Official figure","Official data from questionnaire"
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2001","2001","kg/ha","9.83","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3104","Nutrient potash K2O (total)","2001","2001","kg/pc","1.55","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3104","Nutrient potash K2O (total)","2001","2001","kg/1000 Int.$","6.62","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2002","2002","t","1597647","A","Official figure","Official data from questionnaire"
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2002","2002","kg/ha","9.4","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3104","Nutrient potash K2O (total)","2002","2002","kg/pc","1.45","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3104","Nutrient potash K2O (total)","2002","2002","kg/1000 Int.$","6.8","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2003","2003","t","1597439","A","Official figure","Official data from questionnaire"
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2003","2003","kg/ha","9.41","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3104","Nutrient potash K2O (total)","2003","2003","kg/pc","1.43","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3104","Nutrient potash K2O (total)","2003","2003","kg/1000 Int.$","6.15","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2004","2004","t","2060796","A","Official figure","Official data from questionnaire"
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2004","2004","kg/ha","12.13","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3104","Nutrient potash K2O (total)","2004","2004","kg/pc","1.81","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3104","Nutrient potash K2O (total)","2004","2004","kg/1000 Int.$","7.98","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2005","2005","t","2413504","A","Official figure","Official data from questionnaire"
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2005","2005","kg/ha","14.22","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3104","Nutrient potash K2O (total)","2005","2005","kg/pc","2.09","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3104","Nutrient potash K2O (total)","2005","2005","kg/1000 Int.$","8.87","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2006","2006","t","2331051","A","Official figure","Official data from questionnaire"
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2006","2006","kg/ha","13.76","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3104","Nutrient potash K2O (total)","2006","2006","kg/pc","1.99","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3104","Nutrient potash K2O (total)","2006","2006","kg/1000 Int.$","8.1","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2007","2007","t","2635371","A","Official figure","Official data from questionnaire"
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2007","2007","kg/ha","15.58","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3104","Nutrient potash K2O (total)","2007","2007","kg/pc","2.22","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3104","Nutrient potash K2O (total)","2007","2007","kg/1000 Int.$","8.45","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2008","2008","t","3312802","A","Official figure","Official data from questionnaire"
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2008","2008","kg/ha","19.56","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3104","Nutrient potash K2O (total)","2008","2008","kg/pc","2.75","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3104","Nutrient potash K2O (total)","2008","2008","kg/1000 Int.$","10.47","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2009","2009","t","3638144","A","Official figure","Official data from questionnaire"
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2009","2009","kg/ha","21.44","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3104","Nutrient potash K2O (total)","2009","2009","kg/pc","2.97","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3104","Nutrient potash K2O (total)","2009","2009","kg/1000 Int.$","11.66","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2010","2010","t","3463818","A","Official figure","Official data from questionnaire"
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2010","2010","kg/ha","20.47","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3104","Nutrient potash K2O (total)","2010","2010","kg/pc","2.79","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3104","Nutrient potash K2O (total)","2010","2010","kg/1000 Int.$","10.23","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2011","2011","t","2596512","A","Official figure","Official data from questionnaire"
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2011","2011","kg/ha","15.33","E","Estimated value",""
